name	regLocation	regCapital	industry	businessScope
重庆沃美影城有限责任公司	重庆市北部新区金开大道70号（“星光天地”3-4层）	500.0	广播、电视、电影和影视录音制作业	电影放映；预包装食品、散装食品零售。（按许可证核定的事项和期限从事经营）**影院管理；会展服务；设计、制作、代理、发布国内外广告；工艺品、日用品、玩具的销售。(以上经营范围国家法律、法规禁止经营的不得经营；应经审批而未获审批前不得经营）
博纳影业集团有限公司	北京市东城区东直门南大街14号保利大厦写字楼18层1863/65室	5000 万元 人民币	广播、电视、电影和影视录音制作业	影视制作；经营演出及经纪业务；组织文化艺术交流活动；技术咨询、技术转让、技术服务；影视策划；信息咨询（不含中介服务）；项目投资。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
新瑞影业（北京）有限公司	北京市朝阳区民族园路2号3幢成果酒店内5036室	700 万元	广播、电视、电影和影视录音制作业	制作，发行动画片、电视综艺、不得制作时政新闻及同类专题、专栏等广播电视节目。（广播电视节目及电视剧制作许可证有效期至2016年01月23日）；演出经纪；影院管理；影视策划；组织文化艺术交流活动（不含演出）；租赁服装、道具、影视器材；企业策划；承办展览展示活动；设计、制作、代理、发布广告；旅游信息咨询；舞蹈技术培训；投资管理；资产管理；电脑图文制作。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京亿星时空数字传媒有限公司	北京市海淀区半壁街南路8号院汇景阁212室	300 万元	广播、电视、电影和影视录音制作业	制作、发行动画片、电视综艺、专题片；法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。
顺义县杨各庄乡影剧院	北京市顺义县杨各庄乡	None	广播、电视、电影和影视录音制作业	电影放映、戏曲、文化娱乐活动服务。
明星影业（上海）有限公司	上海市闵行区苏召路1628号1幢A221室	1000.000000万人民币	广播、电视、电影和影视录音制作业	电影摄制，影视策划，影视文化信息咨询（除经纪），影视项目的投资管理。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
北京共和祥雨影视文化传媒有限公司	北京市顺义区临空经济核心区安泰大街9号院4号楼6层601室	400 万元	广播、电视、电影和影视录音制作业	广播电视节目制作；组织文化艺术交流活动；经济信息咨询；代理、制作、发布广告。（广播电视节目制作以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
厦门金英马影视文化有限公司北京分公司	北京市朝阳区三丰北里1号楼7层	None	广播、电视、电影和影视录音制作业	 影视文化及信息咨询；影视策划；设计、制作、代理、发布广告。 
星美影院发展有限公司	北京市朝阳区姚家园路105号1号楼1503	10000 万元 人民币	广播、电视、电影和影视录音制作业	以下项目仅限分支机构经营：电影放映；影院建设、经营。（该企业2004年5月10日前为内资企业，2004年5月10日变更为中外合资企业。；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京银都在线电影发行有限责任公司	北京市朝阳区霞光里15号楼10层2单元1108室	50 万元 人民币	广播、电视、电影和影视录音制作业	国产影片发行；版权贸易；影视策划；广告设计、制作；电脑图文设计、制作；组织文化艺术交流活动；承办展览展示。
北京环球电影服务公司	北京市朝阳区胜古庄2号A座501室	30 万元	广播、电视、电影和影视录音制作业	为国内外合作拍摄各类影片提供劳务服务、信息咨询服务、特种技术服务；租赁灯光发电器材、设计；化妆、服装道具；影视特技娱乐服务。（未取得专项许可的项目除外。）
北京全景电影院	北京市宣武区大栅栏街19号	None	广播、电视、电影和影视录音制作业	放映全景电影、放映视盘录相。零售百货、家用电器维修、钟表、照相机、国产卷烟、国产雪茄烟。
上海神兵天将影业有限公司北京文化艺术交流分公司	北京市朝阳区亮马桥路光明饭店1607室	None	广播、电视、电影和影视录音制作业	法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。
大银幕（北京）电影发行控股有限公司	北京市东城区青龙胡同1号6层617号	10000 万元	广播、电视、电影和影视录音制作业	电影发行；项目投资；资产管理；影视策划；组织文化艺术交流；技术开发；文艺创作；会议服务；经济贸易咨询；承办展览展示；设计、制作、代理、广告发布；企业策划。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
视达众乐（北京）传媒有限公司	北京市朝阳区北辰西路8号院2号楼1至14层101内8层0837、0838号	300 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2016年03月21日）；组织文化艺术交流活动（不含演出）；经济贸易咨询；投资咨询；技术推广服务；投资管理；资产管理。
北京市东城区虹影服务部和平里娱乐厅	北京市东城区和平里东街2号	None	广播、电视、电影和影视录音制作业	录像放映、电子游艺＊＊＊ 销售百货
中央广播电视大学培训中心双祥录像厅	北京市大兴县清源北路	None	广播、电视、电影和影视录音制作业	录像放映，台球服务
北京狂风文化影业咨询有限责任公司	北京市西城区皮库胡同45号地矿部西单招待所	10 万元	广播、电视、电影和影视录音制作业	电影、电视制作方面的咨询（不含中介服务）；文化交流（演出除外）；技术培训
北京幸福影视有限公司	北京市西城区太平街6号6层E-707	300 万元	广播、电视、电影和影视录音制作业	制作、发行动画片、电视综艺、专题片；组织文化艺术交流活动；承办展览展示；影视策划；文艺创作；技术推广服务；图文设计、制作；经济贸易咨询；市场调查；公共关系服务；设计、制作、代理、发布广告；企业策划；摄影及扩印服务。
北京市陈铁灯光器材租赁门市部	北京市大兴区西红门镇五村宏光巷南2条3号	None	广播、电视、电影和影视录音制作业	照相器材租赁
北广声动（北京）传媒有限公司	北京市朝阳区建国门外大街甲14号6层601内601-2	600 万元 人民币	广播、电视、电影和影视录音制作业	广播电视节目制作；音像制品制作；演出经纪；组织文化艺术交流活动；设计、制作、代理、发布广告；会议及展览服务；企业策划。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
北京西河星汇影业有限公司	北京市石景山区古城南街路东50号-1弯月亮宾馆217室	500 万元	广播、电视、电影和影视录音制作业	摄制电影片，复制本单位影片，按规定发行国产影片及其复制品；数字多媒体的技术开发、技术服务；广告设计、制作；动画制作；图文设计、制作；影视策划；会议服务；组织文化交流活动；承办展览展示。 摄制电影片，复制本单位影片，按规定发行国产影片及其复制品。
北京粤秀影视有限公司	北京市海淀区东北旺村南1号楼7层7611室	300 万元	广播、电视、电影和影视录音制作业	制作；发行动画片、专题片、电视综艺；不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2015年12月20日）；组织文化艺术交流活动（不含营业性演出）；承办展览展示活动；会议服务。（未取得行政许可的项目除外）（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京中视北方影视制作有限公司	北京市丰台区西四环南路48号	5000 万元	广播、电视、电影和影视录音制作业	动画片、电视综艺、专题片、不得制作时政新闻及同类专题、专栏等广播电视节目；高清晰度影视技术、宽带信息技术数码、网络系统集成的技术开发、技术服务、技术培训、技术咨询；组织文化艺术交流活动；影视策划；摄影；图文设计；承办展览展示活动；电子商务服务；信息咨询服务（中介除外）、企业形象策划；租赁影视频设备；销售自行开发后的产品；计算机及外部设备、文化用品、影视频设备。（实物出资3077.75万元。）
北京中影电影有限责任公司馋嘴食屋	北京市海淀区新外大街25号平房南1号	None	广播、电视、电影和影视录音制作业	炒饭、炸鸡（含冷荤凉菜）、饮料、酒；法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定规定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目开展经营活动。
玉田县新影联凤凰影城有限公司	玉田县城北繁荣路西侧	100万人民币	广播、电视、电影和影视录音制作业	电影放映（有效期至2016年6月30日）；预包装食品、散装食品零售（食品流通许可证有效期至2017年1月20日）；饮品店（20餐位）（含冷热饮品制售）（餐饮服务许可证有效期至2016年11月25日）；广告制作发布、会议及展览服务；玩具、日用百货、工艺品、服装零售。
东开之星（北京）影视投资有限公司	北京市朝阳区永安东里甲3号院1号楼6层0702	10000 万元	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2016年07月21日）；项目投资；设计、制作广告；文艺创作；组织文化艺术交流活动（不含演出）。（）（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
余姚兰江万达电影城有限公司	余姚市四明西路855号401	500 万元人民币	广播、电视、电影和影视录音制作业	许可经营项目：电影放映；预包装食品兼散装食品的零售（在许可证件有效期内经营）。  一般经营项目：工艺美术品、文化用品、服装、玩具、饰品的批发、零售；广告制作及发布；房屋租赁服务。
北京阳光影乐影院投资管理有限公司	北京市丰台区五间楼1号二层209室	50 万元 人民币	广播、电视、电影和影视录音制作业	投资管理；企业管理服务；投资咨询；设计、制作、代理、发布广告；销售日用品、工艺品。
北京印象工场影视有限公司	北京市朝阳区八里庄西里61号楼2601	300 万元 人民币	广播、电视、电影和影视录音制作业	制作、代理、发布广告；组织文化艺术交流活动（不含演出）；体育运动项目经营（不含棋牌）。
北京华彩视觉数字科技有限公司	北京市西城区北礼士路135号4号楼1室	2000 万元 人民币	广播、电视、电影和影视录音制作业	技术开发、技术服务；专业技术服务；文艺创作；筹备、策划、组织运动会、晚会、大型庆典、文化节、艺术节、电影节、服装节、啤酒节；承办展览展示活动；设计、制作、代理、发布广告；摄影扩印服务；电脑动画设计。
北京世纪星空影业投资有限公司	北京市石景山区八大处高科技园区西井路3号3号楼8593房间	18000 万元	广播、电视、电影和影视录音制作业	经营演出及经纪业务；电影放映（未经专项审批的项目除外）；广播电视节目制作；投资管理；组织文化交流活动；技术开发、技术转让、技术咨询、技术服务；劳务服务；信息咨询（中介除外）；制作广告。（“1、未经有关部门批准，不得以公开方式募集资金；2、不得公开开展证券类产品和金融衍生品交易活动；3、不得发放贷款；4、不得对所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益”；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京阳光快车数字电影院线有限责任公司	北京市海淀区丰贤东路7号北斗星通大厦北楼3层C302室	500 万元 人民币	广播、电视、电影和影视录音制作业	电影发行；批发预包装食品（食品流通许可证有效期至2016年06月17日）；利用自有媒介发布广告；设计、制作、代理、发布广告；销售化妆品、家用电器、文化用品、体育用品、照相器材、计算机、软件及辅助设备、机械设备、服装、家具、首饰、通讯设备、钟表、眼镜、卫生间用具、玩具、工艺品、服装、鞋帽、五金、交电、针纺织品、电子产品、卫生用品、日用杂货、化工产品（不含危险化学品及一类易制毒化学品）；企业策划、设计；经济贸易咨询；仓储服务；道路货运代理；包装服务；组织文化艺术交流活动（不含营业性演出）；会议服务；市场调查；电脑动画设计；技术推广、技术服务、技术开发；技术进出口、代理进出口；承办展览展示活动；企业管理咨询；摄影扩印服务。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
北京大影影业有限公司	北京市朝阳区双营路11号院3号楼15层2单元1802	300 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作许可证有效期至2016年08月22日）；组织文化艺术交流活动（不含演出）；会议服务；承办展览展示活动；设计、制作、代理、发布广告；电脑图文设计；技术推广、技术服务；经济贸易咨询；销售电子产品、文具用品、体育用品。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动）
抚顺市星辰影院有限公司	抚顺市顺城区临江路（新玛特五层）	400 万人民币	广播、电视、电影和影视录音制作业	电影放映，水吧（咖啡吧）服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
北京剧装厂门市部	北京市崇文区西草市街32号	None	广播、电视、电影和影视录音制作业	零售：服装、道具、工艺美术品、纺织品、乐器；出租：剧装、道具
洛阳新华角川国际影城有限公司北京大兴分公司	北京市大兴区黄村镇黄村东大街38号院2号楼5层	None	广播、电视、电影和影视录音制作业	电影放映（电影放映经营许可证有效期至2015年12月31日）；零售预包装食品；销售服装、日用品、文化用品；设计、代理、发布广告。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
北京联瑞影业有限公司	北京市东城区新中街68号8号楼307	1000 万元	广播、电视、电影和影视录音制作业	电影发行（电影发行经营许可证有效期至2017年08月05日）；摄制电影片，复制本单位影片，按规定发行国产影片及其复制品（摄制电影许可证有效期至2016年07月10日）；组织文化艺术交流；影视策划；经济信息咨询；承办展览展示；礼仪服务；技术推广服务；投资管理；教育咨询（不含中介服务）；计算机技术培训；设计、制作、代理、发布广告；电脑动画设计；销售文化用品、体育用品、工艺品、服装、鞋帽、针纺织品、电子产品、机械设备。（（1、不得以公开方式募集资金；2、不得公开交易证券类产品和金融衍生品；3、不得发放贷款；4、不得向所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益。）；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京盛品国际影视传媒有限公司	北京市朝阳区百子湾路32号院6号楼1层12号	300 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行：动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2015年12月18日）；经济贸易咨询；投资咨询；教育咨询（不含出国留学咨询及中介服务）；组织文化艺术交流活动（不含演出）；文艺创作；体育项目经营（高危险性体育项目除外）；会议及展览服务；包装服务（不含液体、气体包装）；翻译服务；礼仪服务；摄影服务；设计、制作、代理、发布广告；服装设计。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
万达影视传媒有限公司	北京市朝阳区建国路93号院12号楼4层501	100000 万元 人民币	广播、电视、电影和影视录音制作业	制作、发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2016年08月22日）；电影发行；项目投资；投资管理；组织文化艺术交流活动（不含演出）；影视策划；设计、制作、代理、发布广告；展览服务；摄影服务；租赁影视器材；市场调查。（企业依法自主选择经营项目，开展经营活动；电影发行以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
北京嘉娱电影发行有限公司	北京市怀柔区杨宋镇凤翔东大街9号A座8669室	500 万元	广播、电视、电影和影视录音制作业	电影发行；项目投资。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动）
华宇未来电影院线（北京）有限公司	北京市海淀区永嘉北路6号5幢2层033	1000 万元 人民币	广播、电视、电影和影视录音制作业	电影发行；电影放映；电影摄制；资产管理；电脑动画设计；设计、制作、代理、发布广告；版权贸易；承办展览展示活动；技术开发、技术转让、技术咨询、技术服务；软件开发。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京九台华业数字电影院线有限公司	北京市朝阳区光华路4号东方梅地亚中心A座2509室	600 万元 人民币	广播、电视、电影和影视录音制作业	电影发行；销售电影设备；承办展览展示；影视策划；舞台设备；提供会议服务（不含食宿）；企业形象策划；市场营销策划；环境艺术设备；电脑图文设计、制作；组织文化艺术交流活动（不含演出）；网络技术开发、咨询；广告设计、制作、发布；影视衍生产品的技术开发；销售文具用品、体育用品、日用品、纺织品、五金交电、建材、机械设备、金属材料、化工产品（不含危险化学品）、医疗器械（限Ⅰ类）。
北京市石景山古城电影院五里坨音像服务部	北京市石景山区五里坨东街	None	广播、电视、电影和影视录音制作业	出租录像带
北京中视达数字电影文化有限公司	北京市海淀区三义庙2号院北楼1-5层	1000 万元	广播、电视、电影和影视录音制作业	组织文化艺术交流活动（不含营业性演出）；设计、制作、代理、发布广告；投资管理；电脑动画设计；技术推广、技术服务；销售照相器材。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
北京大路影视有限公司	北京市西城区复兴门外二七剧场路15号新楼地下室一层	175 万元	广播、电视、电影和影视录音制作业	电视剧、电视专题节目及综艺节目的制作。
北京西区剧场管理有限公司	北京市西城区护国寺街85号11幢4F	100 万元	广播、电视、电影和影视录音制作业	影剧院（卫生许可证有效期至2015年09月15日）；零售预包装食品（食品流通许可证有效期至2017年04月01日）；组织文化艺术交流活动（不含演出）；电脑动画设计；设计、制作、代理、发布广告；会议服务；承办展览展示；演出票务代理。（领取本执照后，应到消防部门取得行政许可）（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
苏州卡酷影视动画科技有限公司	苏州工业园区仁爱路158号	300万元人民币	广播、电视、电影和影视录音制作业	制作发行：广播电视节目（不得制作时政新闻及同类广播电视节目）。动画作品的设计；动画衍生产品的开发；网络技术的研发，并提供相关咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
华索影视数字制作有限公司	北京市海淀区西土城路2号4号楼516室	1200 万元 人民币	广播、电视、电影和影视录音制作业	影视节目的后期数字制作、技术交流、影视节目策划、推广和宣传。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
北京市丰台区电影发行放映公司	北京市丰台区丰台科兴路五号	60 万元	广播、电视、电影和影视录音制作业	电影发行放映、电影、录像机修理。【经营范围中未取得专项许可的项目除外】
北京电影制片厂经营中心	北京市海淀区北三环中路77号71幢210室	None	广播、电视、电影和影视录音制作业	销售服装；物业管理。（未取得行政许可的项目除外）
北京百瑞传奇影视有限公司	北京市朝阳区朝阳北路235号楼10层1103	300 万元	广播、电视、电影和影视录音制作业	制作、发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目。（广播电视节目制作经营许可证有效期至2016年08月22日）；代理广告。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
北京力度联合影业有限公司	北京市海淀区东北旺南路29号院3号楼4层4188号	500 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏的广播电视节目。（广播电视节目及电视剧制作许可证有效期至2017年02月13日）；组织文化艺术交流活动（不含营业性演出）；文化咨询；体育咨询；娱乐咨询；教育咨询；电脑动画设计；市场调查；企业管理咨询；企业策划、设计；承办展览展示活动；会议服务；技术开发、技术咨询、技术服务、技术推广、技术转让；计算机技术培训；销售文化用品、工艺品、乐器；设计、制作、代理广告。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
加拿大亚洲国际有限公司北京办事处	北京市昌平区东小口镇中滩村大街394号B地块龙德紫金广场10层2号楼1005	None	广播、电视、电影和影视录音制作业	None
海宁锐图影视文化有限公司	中国（浙江）影视产业国际合作实验区基地海宁市影视科创中心16楼1612-5室	400 万元人民币	广播、电视、电影和影视录音制作业	许可经营项目：专题、专栏、综艺、动画片、广播剧、电视剧的制作、复制、发行（广播电视节目制作经营许可证有效期至2015年4月1日止）；  一般经营项目：企业形象策划；企业营销策划；企业管理咨询；图文设计、制作；动漫设计；翻译服务；玩具、文具的销售。
北京宏岳金骁影视传媒有限公司	北京市石景山区广宁村街道办事处1幢104房间	300 万元	广播、电视、电影和影视录音制作业	制作、发行动画片、专题片、电视综艺（不得制作时政新闻及同类专题、专栏等广播电视节目）。
北京鑫宝源影视投资有限公司	北京市朝阳区北苑路86号院311号楼1层101、2层201	1000 万元 人民币	广播、电视、电影和影视录音制作业	制作、发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等电视节目（广播电视节目及电视剧制作许可证有效期至2015年12月10日）；电视剧制作（广播电视节目及电视剧制作许可证有效期至2015年04月01日）。 项目投资；从事文化经纪业务；投资管理；影视策划；组织文化艺术交流活动；租赁影视器材、舞台服装及道具；制作、代理、发布广告。 
北京市房山区燕山文化馆录像放映部	北京市房山区燕山岗南路	None	广播、电视、电影和影视录音制作业	录像服务＊＊＊出租录像带
南宁民族时代影业有限公司	南宁市青秀区民族大道150号二楼、三楼	1,000万元	广播、电视、电影和影视录音制作业	电影放映（凭许可证经营）；对电影放映行业的投资；电影信息咨询服务；预包装食品、散装食品、乳制品（不含婴幼儿配方乳粉）的零售（凭许可证经营）；工艺品的零售；柜台、商铺、场地租赁；设计、制作、代理、发布国内各类广告；会务会展服务。
北京三六三影视传媒有限公司	北京市海淀区西四环北路15号906-206-01	1000 万元	广播、电视、电影和影视录音制作业	广播电视节目制作；电影发行；电影摄制；文艺创作；影视策划；组织文化艺术交流活动（不含营业性演出）；设计、制作、代理、发布广告；承办展览展示活动；摄影服务；租赁机械设备（不含汽车租赁）、电子产品；市场调查；项目投资；投资管理。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京奇光影业有限公司	北京市朝阳区甜水园东里2号3号楼2层207号	366.6667 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2017年07月03日）；从事互联网文化活动；组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告；影视策划；影视制作；会议及展览服务；电脑图文设计、制作；技术推广服务；礼仪服务；租赁舞台灯光音响设备；软件开发。（从事互联网文化活动以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
天宝华映（北京）文化艺术有限公司	北京市朝阳区广渠东路唐家村33号	1000 万元 人民币	广播、电视、电影和影视录音制作业	文艺创作；组织文化艺术交流活动（不含演出）；经济贸易咨询；会议及展览服务；设计、制作、代理、发布广告；企业策划。
北京唐阁影院投资管理有限公司	北京市北京经济技术开发区荣华中路8号院1号楼四层F4-01	100 万元	广播、电视、电影和影视录音制作业	零售预包装食品（食品流通许可证有效期至2017年12月21日）；电影放映（电影放映经营许可证有效期至2015年12月31日）；投资与资产管理；销售鲜花、工艺品；设计、制作、代理、发布广告；提供会议服务；承办展览展示活动；餐饮服务；企业管理服务；技术咨询；餐饮管理；出租商业用房。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京市顺博苑电影院	北京市顺义区仁和地区石园市场西侧	35 万元	广播、电视、电影和影视录音制作业	电影放映；出租国家正式出版的录像制品；会议服务。
北京神秘传奇数字内容有限公司	北京市朝阳区东三环北路38号院1号楼20层2301内的【2312】-2321S	300 万元 人民币	广播、电视、电影和影视录音制作业	数字内容服务；企业策划；经济贸易咨询；文艺创作；产品设计；电脑图文设计、制作；计算机系统服务；软件开发；企业管理咨询；设计、制作、代理、发布广告；投资管理；技术推广服务；销售服装、鞋帽、日用品、化妆品、首饰、文具用品、体育用品、家用电器、电子产品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
大理今典影城有限公司	云南省大理州大理市下关文化路大理惠丰新城五幢二楼	100万	广播、电视、电影和影视录音制作业	电影放映；场地租赁；预包装食品、散装食品、乳制品（不含婴幼儿配方乳粉）、日用百货（含磷洗涤用品除外）、文化用品的销售；设计、制作、代理、发布国内外各类广告、商品展览展示服务；影院管理、培训。
爱奇艺影业（北京）有限公司	北京市怀柔区杨宋镇凤翔东大街9号A座8888室	10000 万元	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作许可证有效期至2016年12月26日）；影视策划；项目投资；组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动）
北京中数五麟电影院线有限公司	北京市东城区东长安街6号都市宾馆二部137室	2000 万元	广播、电视、电影和影视录音制作业	信息咨询（不含中介服务）；销售影视设备。
北京市东方瑞德电影电视制作中心	北京市崇文区广渠门内大街16号	480 万元	广播、电视、电影和影视录音制作业	电影电视片拍摄制作；音乐制作；影视培训咨询；技术学术交流；销售：音像制品、影视器材；租赁影视器材
耀盛影业有限公司	北京市朝阳区五里桥二街2号院6号楼2层0215	6000 万元	广播、电视、电影和影视录音制作业	广播电视节目制作；经济贸易咨询；投资管理；资产管理；租赁影视器材；组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告；会议服务；技术推广服务；销售文具用品、影视器材；企业策划；承办展览展示活动；从事文化经纪业务。（1、不得以公开方式募集资金；2、不得公开交易证券类产品和金融衍生品；3、不得发放贷款；4、不得向所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益。）（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京天安星星影业科技中心	北京市东城区交道口东大街5号	3 万元	广播、电视、电影和影视录音制作业	影视技术开发、转让、咨询、服务，组织展览展示，信息咨询（不含中介服务），婚庆服务图文设计制作；零售日用百货；五金交电；包装食品；烟
北京华映星球国际文化发展有限公司	北京市朝阳区三间房东路1号34幢	1392.9922 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2015年02月04日）。 组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告；电脑动画设计；承办展览展示；影视策划；企业形象策划；销售工艺美术品、日用品；货物进出口。 （） （依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京博纳晶品影院管理有限公司	北京市海淀区复兴路51号北亚国际中心四层04-06、五层05-19	100 万元 人民币	广播、电视、电影和影视录音制作业	企业管理；设计、制作、代理、发布广告；零售预包装食品、散装食品（不含熟食）、乳制品（不含婴幼儿配方乳粉）（《食品流通许可证》有效期至2018年6月28日）；电影放映（《电影放映经营许可证》有效期至2016年1月31日）；餐饮服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京品众佳艺文化传播有限公司	北京市朝阳区酒仙桥路10号58幢三层B36	400 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2017年02月25日）；组织文化艺术交流活动（不含演出）；销售工艺品；会议及展览服务；文艺创作；影视策划。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
大盛国际传媒（北京）有限公司	北京市东城区长青园7号1幢3507房间087号	1000 万元 人民币	广播、电视、电影和影视录音制作业	摄制电影片；复制本单位影片；按规定发行国产影片及其复制品；组织文化艺术交流活动；承办展览展示；代理、发布广告；投资管理。
神山企画（北京）影视策划有限公司	北京市怀柔区杨宋镇凤翔东大街9号9445室	300 万元	广播、电视、电影和影视录音制作业	影视策划、企业形象策划；组织影视文化交流活动（不含演出）；影视制作技术开发；影视文化咨询（不含中介服务）；艺术造型设计；租赁影视器材；承办展览展示；电脑图文设计、制作；声乐培训、舞蹈培训；设计、制作、代理、发布广告；劳务服务（不含职业介绍）；科技开发。
北京中视新发现文化传媒有限公司	北京市海淀区清河三街72号6号楼2层290室	1000 万元 人民币	广播、电视、电影和影视录音制作业	电影发行；电影放映；制作、发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目。；组织文化艺术交流活动（不含营业性演出）；承办展览展示活动；设计、制作、代理、发布广告。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京深蓝视线影视制作有限公司	北京市平谷区滨河工业开发区零号区22号	500 万元	广播、电视、电影和影视录音制作业	动画片、电视综艺、专题片制作、发行；组织文化艺术交流活动（演出、棋牌除外）、承办展览展示
北京万映盛世数字电影院线有限公司	北京市朝阳区百子湾路16号百子园4号楼C单元12B05室	200 万元	广播、电视、电影和影视录音制作业	电影发行；设计、制作、代理、发布广告；广告信息咨询；组织文化艺术交流活动（不含演出）；展览及会议服务；市场调查；电脑图文设计、制作；技术推广服务；影视策划；经济贸易咨询；企业管理咨询；投资咨询；企业形象策划；摄影、扩印服务；销售机械设备。
北京风格影视策划有限公司	北京市朝阳区中纺里37楼(兴华公寓401室)	60 万元	广播、电视、电影和影视录音制作业	影视策划；组织文化交流活动；企业形象设计；劳务服务
