name	regLocation	regCapital	industry	businessScope
北京数字印象文化传播有限公司	北京市海淀区北三环中路77号特技楼二层	100 万元	广播、电视、电影和影视录音制作业	摄制电影（单片）；从事文化经纪业务；组织文化艺术交流活动（不含营业性演出）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
上海星濠影城有限公司	上海市松江区泗泾镇古楼路1886号二楼北区	1500.000000万人民币	广播、电视、电影和影视录音制作业	2K数字电影放映；食品流通，设计、制作各类广告，利用自有媒体发布广告。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
四川省三台县农村数字电影发行放映有限责任公司	三台县北坝镇会仙路鑫堂楼门面7-8号	3 万	广播、电视、电影和影视录音制作业	从事农村16毫米电影片发行放映业务。
北京市房山电影发行放映公司	北京市房山区房山青年路7号	None	广播、电视、电影和影视录音制作业	电影录像发行。电影录像下乡流动放映。零售：电影器材。录像带出租。家用电器修理
乐清市保利乐立方影院有限公司	乐清市城东街道伯乐东路557号（乐清日报有限公司六楼）	500 万元人民币	广播、电视、电影和影视录音制作业	一般经营项目：对影院的投资，文化艺术交流策划，国内广告的设计、制作、发布。
北京市丰台卢沟桥录像厅马官营录像厅	北京市丰台区六里桥马管营三队东侧100米	None	广播、电视、电影和影视录音制作业	放映国家正式出版的录像制品。
北京星游娱乐传媒有限公司	北京市海淀区阜外亮甲店1号中水园9号楼207室	5 万元 人民币	广播、电视、电影和影视录音制作业	广播电视节目制作；电影摄制；电影放映；文艺表演；电影发行；文艺创作；组织文化艺术交流活动（不含营业性演出）；技术开发、技术服务、技术转让、技术推广；设计、制作、代理、发布广告；电脑动画设计；教育咨询；销售计算机、软件及辅助设备、电子产品；技术进出口。（文艺表演、电影发行、广播电视节目制作、电影摄制、电影放映以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
广西电影集团有限公司	南宁市西乡塘区友爱北路２６号	10,755.55万元	广播、电视、电影和影视录音制作业	摄制出品电影片，复制本单位影片，按规定发行国产影片及其复制品；电视剧制作；电影发行、放映；影院投资及管理；设计、制作、发布、代理国内各类广告；影视片的后产品开发经营；电影、专题节目制作的相关技术服务；影、视片及器材的租赁；自有房屋的租赁；影视器材的批发、零售、维修；旅馆餐饮业、相片冲印（仅供分支机构使用）。（以上经营范围，涉及需行政许可经营的，凭有效许可证经营；法律法规禁止的，不得经营）
安陆星烨银兴影业有限责任公司	安陆市儒学路4号	200万元	广播、电视、电影和影视录音制作业	影视信息咨询服务。
海宁华邦影业有限公司	中国（浙江）影视产业国际合作实验区基地海宁市影视科创中心16楼1621-3室	300 万元人民币	广播、电视、电影和影视录音制作业	许可经营项目：制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧（广播电视节目制作经营许可证有效期至2017年4月1日止）；  一般经营项目：设计、制作、代理国内各类广告；影视服装道具及影视器材租赁；礼仪服务；企业形象策划、综艺活动组织策划服务；影视文化信息咨询服务；摄影摄像服务；电脑三维动画设计；展览服务。
邦起（北京）文化投资有限公司	北京市怀柔区开放路113号南四层409室	1000 万元	广播、电视、电影和影视录音制作业	制作、发行：动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2016年8月15日）；项目投资；影视策划；企业形象策划；组织文化艺术交流活动（不含演出）；体育运动项目经营（不含棋牌）；电脑图文设计、制作；会议及展览服务；美术设计；经济贸易咨询。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
海宁春秋鸿电视剧投资有限公司	中国（浙江）影视产业国际合作实验区基地海宁市影视科创中心16楼1605-11室	500 万元人民币	广播、电视、电影和影视录音制作业	许可经营项目：制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧（广播电视节目制作经营许可证有效期至2015年4月1日止）；  一般经营项目：影视剧投资；影视文化艺术活动组织策划；艺术造型、美术设计；影视道具与服装设计；影视服装、道具、器材批发及租赁；影视制作技术的研发；会议及展览服务；企业形象策划、影视文化信息咨询、摄影、摄像服务；电影、电视剧剧本策划、创作；场景布置服务；设计、制作、代理国内各类广告；艺人经纪服务（营业性演出除外）。
北京影为媒影视策划有限公司	北京市朝阳区三间房乡西柳村中街(三间房动漫集中办公区4414号)	10 万元 人民币	广播、电视、电影和影视录音制作业	影视策划；企业策划；电脑图文设计、制作；电脑动画设计；设计、制作、代理、发布广告。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
委内瑞拉圭那亚国际有限公司北京代表处	None	None	广播、电视、电影和影视录音制作业	None
北京崇尚文化传媒有限公司	北京市朝阳区百子湾路16号百子园4号楼C单元205室	2600 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2016年10月23日）；电影发行；电影放映；组织文化艺术交流活动（不含演出）；从事文化经纪业务；教育咨询（不含出国留学咨询及中介服务）；企业策划；设计、制作、代理、发布广告；销售服装、服饰、鞋帽；礼仪服务；舞蹈技术培训；经济贸易咨询。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京杜氏影视有限公司	北京市海淀区北洼路85号玉都饭店002号	500 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺、不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2016年12月26日）；投资咨询；企业管理咨询；设计、制作、代理、发布广告。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动）
广东龙浩影视文化传播有限公司	广州市天河区珠江西路17号4701房之自编05号（仅限办公用途）	1000.000000万元人民币	广播、电视、电影和影视录音制作业	电影和影视节目制作;电影和影视节目发行;
桂林市电影公司	中山南路54号	784万人民币元	广播、电视、电影和影视录音制作业	电影发行，电影放映。
攀枝花太平洋影业有限公司	攀枝花市东区机场路99号4幢6层	600 万	广播、电视、电影和影视录音制作业	电影放映；零售：预包装食品。（以上经营范围按许可证许可范围及期限从事经营）。。对电影业的投资；广告设计、制作、发布；场地租赁（以上经营范围国家法律法规限制和禁止的除外）。
东阳凤仪影视有限公司	浙江横店影视产业实验区C2-044-A	300 万元人民币	广播、电视、电影和影视录音制作业	一般经营项目：制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧；影视服装道具租赁；影视器材租赁；影视文化信息咨询；企业形象策划；会展会务服务；摄影摄像服务。
天津恒大影院管理有限公司	天津市东丽区华明街华明新家园华一路与华七道交口处的西南侧恒大影城二楼	200万人民币	广播、电视、电影和影视录音制作业	影院管理；电影放映；广告制作、发布；场地租赁；预包装食品兼散装食品零售；工艺美术品、日用品批发兼零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
中视坤柏（北京）国际文化传媒有限公司	北京市海淀区复兴路乙11号梅地亚电视中心第11层1139室	500 万元 人民币	广播、电视、电影和影视录音制作业	组织文化艺术交流活动（不含营业性演出）；设计、制作、代理、发布广告；会议服务；承办展览展示活动；企业策划；公共关系服务；电脑动画设计；技术推广；制作、发行动画片、专题片、电视综艺；不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作许可证有效期至2016年11月12日）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
深圳市新南国电影城有限公司	深圳市福田区深南中路中信城市广场二至四楼	500万元人民币	广播、电视、电影和影视录音制作业	从事广告业务（法律、行政法规规定应进行广告经营审批登记的，另行办理审批登记后方可经营）。^电影放映；音像制品零售；预包装食品零售。
大足石刻影视文化有限责任公司	重庆市大足区玉龙镇龙水湖（溜水社区9组）	34096.2	广播、电视、电影和影视录音制作业	影视艺术培训；影视基地建设、旅游基础设施建设、房地产开发与销售；接受政府委托从事土地收购、储备及土地出让前的开发整治工作；旅游产品生产、销售；房屋出租。***
容盛文化传播正定有限公司	河北省石家庄市正定县车站西街39号	1000万人民币	广播、电视、电影和影视录音制作业	电影制片、广播电视节目制作。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
三河市瑞方影院有限公司	三河市燕郊开发区神威北路鑫乐汇购物广场一期四层	5000万人民币	广播、电视、电影和影视录音制作业	电影放映；零售：小礼品；会议服务、广告发布、公关活动。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
浙江横店影视城有限公司	浙江横店影视产业实验区万盛街	50000 万元人民币	广播、电视、电影和影视录音制作业	一般经营项目：旅游产业、影视拍摄基地投资管理；旅游景点服务管理；会议组织、接待服务。
中高郝意思（北京）影视文化发展有限公司	北京市朝阳区阜通东大街1号院6号楼3单元20层232306室	500 万元 人民币	广播、电视、电影和影视录音制作业	制作、发行动画片、电视综艺、专题片；不得制作时政新闻及同类专题、专栏等广播电视节目；组织文化艺术交流活动（不含演出）；影视策划；会议及展览服务；技术推广服务；销售照相器材、日用品、文具用品、针纺织品、工艺美术品、服装、鞋帽、五金交电、建筑材料、金属材料、装饰材料、机械设备、电子产品、通讯设备、计算机软件及外围设备；设计、制作、代理、发布广告。 制作、发行动画片、电视综艺、专题片；不得制作时政新闻及同类专题、专栏等广播电视节目。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京艺龙腾数码影视策划有限公司	北京市朝阳区酒仙桥路12号	100 万元	广播、电视、电影和影视录音制作业	数码影视及影视设备的技术开发；影视策划；组织文化体育交流活动（承办演出、体育比赛除外）；组织展览展示活动；企业管理咨询；市场调研；科技产品的技术开发、技术咨询、技术转让、技术培训；销售电子计算机及软件；网络技术开发。
无锡新亚洲影视投资有限公司	无锡市锦溪路99号	2000万元人民币	广播、电视、电影和影视录音制作业	对影视行业进行投资；动画漫画设计、制作（不含画片摄制及发布）；电脑加工图片服务；摄影服务；影视器材租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
香港嘉禾电影（中国）有限公司北京代表处	北京市朝阳区西坝河东里18号三元大厦1001室	None	广播、电视、电影和影视录音制作业	None
喀什华录百纳影视有限公司	新疆喀什地区喀什经济开发区深喀大道总部经济区	3000 万	广播、电视、电影和影视录音制作业	广播电视节目制作、经营、发行；广播影视的策划、制作、衍生品开发；组织文化艺术交流、承办展览展示、信息咨询（不含中介服务）；设计、制作、代理发布国内各类广告；舞台设计制作、美术设计制作、资料翻译编辑服务、摄影、企业形象策划；影视设备的租赁及维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
北京光润影视文化传媒有限公司	北京市朝阳区十八里店乡小武基村福建产品市场A区、B区、C区2号商业楼办公楼9层1003	300 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片，电视综艺，专题片；不得制作时政新闻及同类专题、专栏等广播电视节目；设计、制作、代理、发布广告；组织文化艺术交流活动（不含演出）；电脑图文设计；展览服务；企业管理；企业策划；礼仪服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京金宝映影业文化投资有限公司	北京市丰台区樊羊路69号院2号楼4层435室	3000 万元	广播、电视、电影和影视录音制作业	投资管理；资产管理；投资咨询；组织文化艺术交流活动；承办展览展示；会议服务；企业策划；电脑动画设计。
上海农村数字电影院线有限公司	上海市徐汇区安福路322号	100.000000万人民币	广播、电视、电影和影视录音制作业	电影发行（见许可证），放映设备的技术维护，设计、制作、代理、发布各类广告，艺术品的销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
四川卢米埃影业有限公司北京朝阳影院分公司	北京市朝阳区常通路2号院1号楼5F-Z9/5F-Z21	None	广播、电视、电影和影视录音制作业	电影放映；销售食品；电影院放映技术服务；电影院设计咨询与电影相关的小商品零售；会展服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京利畅天扬文化传媒有限公司	北京市大兴区黄村镇经济开发区科苑路18号1幢C1户型3层380室	300 万元	广播、电视、电影和影视录音制作业	动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2015年11月12日）；组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告。
世尊影视传媒（北京）有限公司	北京市西城区月坛南街32号612	300 万元	广播、电视、电影和影视录音制作业	影视策划；企业策划、设计；设计、制作（仅限使用计算机进行制作）、代理、发布广告；会议服务；承办展览展示活动；经济信息咨询；技术服务；销售广播电视设备（不含卫星电视广播地面接收设施）。
北京深海绿藻图文制作有限公司	北京市西城区白纸坊西街1号国金酒店8310室	10 万元	广播、电视、电影和影视录音制作业	电脑动画设计；销售建筑材料、机械设备、办公用品、通讯设备、电子产品；组织文化艺术交流活动（不含演出）；承办展览展示活动；企业管理咨询；会议服务；影视策划；企业策划。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京上天世纪文化传播有限公司	北京市房山区燕山向阳路38号	300 万元	广播、电视、电影和影视录音制作业	制作发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目。（广播电视节目及电视剧制作许可证有效期至2016年01月07日）；文化艺术交流活动；摄像服务、广告设计、制作、发布、代理、会议服务、营销策划。
达州星美影院有限公司	达州市通川区金兰路生活广场	100 万	广播、电视、电影和影视录音制作业	电影放映；预包装食品、散装食品、乳制品（不含婴幼儿配方乳粉）零售（以上范围凭许可证在有效期内经营）。纺织品、电子产品（不含电子出版物）、工艺美术品、服装、日用百货、玩具、文化用品（不含图书、报刊、音像制品、电子出版物）销售；国内户外广告设计、制作、代理、发布；婚庆服务；会议及展览服务；影视技术开发；组织文化艺术交流（不含演出）；商务咨询；计算机软件开发与应用。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
世茂影院投资发展有限公司	上海市闸北区彭江路602号5幢一层061室	15000.000000万人民币	广播、电视、电影和影视录音制作业	投资咨询（除专项审批），企业管理，设计、制作各类广告，机电设备安装及维修（除特种设备），自有设备租赁（不得从事金融租赁），票务代理，摄影服务（除扩印），物业管理，制冷设备、影视设备、音响设备、电器设备、电脑、办公设备、家用电器、家具、灯具、五金交电、电动工具、劳防用品、日用百货、通讯设备、服装鞋帽、食用农产品（不含生猪产品）、电子产品、数码产品、化妆品、工艺品、饰品、玩具的销售，食品流通（取得许可证后方可从事经营活动）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
北京声创时代传媒广告有限公司	北京市朝阳区东土城路14号10层1003室	300 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目(广播电视节目制作经营许可证有效期至2016年11月12日)；发布、代理、设计、制作广告（仅限使用计算机制作）；筹备、策划、组织文化节、艺术节；经济信息咨询；会议服务；承办展览展示活动。（依法须经审批的项目，经相关部门批准后方可开展经营活动）
云南电影集团有限责任公司北京市国际文化艺术交流分公司	北京市朝阳区霄云路21号1幢三层(麦子店孵化器0016号)	None	广播、电视、电影和影视录音制作业	组织文化艺术交流活动（不含演出）。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京卓迈影业有限公司	北京市朝阳区日坛北路17号院2号楼2层2237	1200 万元 人民币	广播、电视、电影和影视录音制作业	电影发行；组织文化艺术交流活动（不含演出）；项目投资；承办展览展示活动；电脑图文设计；摄影、扩印服务；礼仪服务；会议服务；企业策划；电脑动画设计；文艺创作；健美操技术培训；舞蹈技术培训；经济贸易咨询。（1、不得以公开方式募集资金2、不得公开交易证券类产品和金融衍生品；3、不得发放贷款；4、不得向所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益。依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
海宁亚细亚传媒有限公司	中国（浙江）影视产业国际合作实验区基地海宁市影视科创中心16楼1607-8室	300 万元人民币	广播、电视、电影和影视录音制作业	许可经营项目：专题、专栏、综艺、动画片、广播剧、电视剧的制作、复制、发行（广播电视节目制作经营许可证有效期至2015年4月1日止）；  一般经营项目：影视文化艺术活动组织策划；艺术造型、美术设计；影视道具与服装设计；影视服装、道具、器材批发及租赁；影视制作技术的研发；会议及展览服务；企业形象策划、影视文化信息咨询、摄影、摄像服务；电影、电视剧剧本策划、创作；场景布置服务；设计、制作、代理国内各类广告；艺人经纪服务（营业性演出除外）；从事各类商品及技术的进出口业务（国家禁止或限制的除外；涉及前置审批的除外）。
国民影业有限责任公司	北京市东城区东花市南里东区8号楼6层2单元602-363	5000 万元	广播、电视、电影和影视录音制作业	电影摄制；广播电视节目制作；设计、制作、代理、发布广告。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
南宁星星影城投资管理有限公司	南宁市西乡塘区高新南二路5号5层	1,500万元	广播、电视、电影和影视录音制作业	影院投资；影院管理；设计、制作、代理、发布国内各类广告；会议服务；批发兼零售：电子产品（除国家专控产品）、工艺品、服饰；批发兼零售：预包装食品、散装食品（凭许可证经营）；室内电影放映（凭许可证经营）；卫生许可证（凭许可证经营）。
北京吉梦光映影视传媒有限公司	北京市丰台区卢沟桥南里甲2号院3号楼四层418室	300 万元 人民币	广播、电视、电影和影视录音制作业	广播电视节目制作；电影摄制；组织文化艺术交流活动；企业策划；影视策划；经济信息咨询；企业管理服务；设计、制作、代理、发布广告；电脑动画设计；市场调查；婚庆服务；礼仪服务；承办展览展示活动；会议服务。（广播电视节目制作、电影摄制以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京门头沟工人文化宫录像厅	北京市门头沟区新桥大街34号前院平房	None	广播、电视、电影和影视录音制作业	录像放映。
北京一颗星文化传播有限公司	北京市西城区西直门外大街18号楼7层1单元828	300 万元	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2015年02月01日）。
山东儒秀影视有限公司	曲阜市陵城镇富邦商业街5#楼三楼	1000万元人民币	广播、电视、电影和影视录音制作业	电影放映（有效期限以许可证为准）；零售预包装食品、散装食品(有效期限以许可证为准)。
北京立上影视投资有限公司	北京市怀柔区迎宾中路36号2层2176室	1000 万元 人民币	广播、电视、电影和影视录音制作业	影视投资；资产管理；影视策划；组织文化艺术交流活动（不含演出）；承办展览展示；设计、制作、代理、发布广告；会议服务；动漫设计；经济信息咨询。
浙江华影影视发展有限责任公司北京分公司	北京市东城区北池子大街67号	None	广播、电视、电影和影视录音制作业	影视技术咨询服务；影视设备器材的出租。
帼星电影文化产业（北京）有限公司	北京市朝阳区朝阳路十里堡甲3号5、6号楼地下一层01室	100 万元 人民币	广播、电视、电影和影视录音制作业	经营演出及经纪业务（营业性演出许可证有效期至2016年7月27日）；组织文化艺术交流活动；企业策划；租赁影视器材、影视服装道具；文艺创作；货物进出口、技术进出口、代理进出口。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
广西南宁新天地农村数字电影院线有限公司	南宁市西乡塘区友爱北路26号广西电影集团有限公司影视制作生产大楼14楼	10万元	广播、电视、电影和影视录音制作业	数字电影发行（凭许可证在有效期内经营，具体项目以审批部门批准的为准）；设计、制作、代理、发布国内各类广告。
北京库里影视制作有限公司	北京市怀柔区渤海镇怀沙路536号	300 万元 人民币	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2015年07月15日）；组织影视文化艺术交流活动（不含演出）；影视策划；承办展览展示；会议服务；经济信息咨询；技术开发、技术咨询、技术服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京数字印象科技有限公司	北京市东城区夕照寺中街31号2层2座207室	50 万元	广播、电视、电影和影视录音制作业	技术推广服务；设计、制作、代理、发布广告；组织文化艺术交流；承办展览展示；企业策划；企业管理咨询；会议服务；投资管理；销售计算机、软件及辅助设备、电子产品、文化用品。
北京华龙电影娱乐有限公司	北京市西城区抄手胡同64号	280 万元 人民币	广播、电视、电影和影视录音制作业	电影录像放映并经营歌舞、餐厅、小卖部。
天津今典新干线影城有限公司	天津空港经济区东七道以北欣欣家园配套公建（G-1）四层	420万人民币	广播、电视、电影和影视录音制作业	电影放映；影院管理；从事广告业务经营；预包装食品兼散装：冷冻饮料、非酒精饮料、爆米花的零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）
中影阿满影视文化（北京）有限公司	北京市海淀区永定路85号1区222-1平房北京首航旅馆7室	300 万元	广播、电视、电影和影视录音制作业	影视策划；影视剧本制作；文化艺术交流活动；承办展览；经济贸易咨询；企业形象策划；广告设计；电脑图文设计、制作。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
天津橙天嘉禾银河影城有限公司	河西区乐园道9号银河购物中心3-4-5层东侧	100万人民币	广播、电视、电影和影视录音制作业	电影放映（取得经营许可后方可经营）；预包装食品、散装食品、乳制品（不含婴幼儿配方乳粉）批发兼零售（取得经营许可后方可经营）；餐饮服务（取得经营许可后方可经营）；企业管理服务；物业管理；从事广告业务；会议服务；玩具、工艺品、图书、期刊、电子出版物、音像制品零售（取得经营许可后方可经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
北京目不转睛影视传媒有限公司	北京市朝阳区广渠路39号院2号楼二层双井孵化器171	50 万元	广播、电视、电影和影视录音制作业	广播电视节目制作；电影摄制；影视策划；电脑动画设计；电脑图文设计、制作；组织文化艺术交流活动（不含演出）；承办展览展示活动；设计、代理、制作、发布广告；租赁影视设备；文艺创作；翻译服务；企业策划；摄影、摄像服务。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
环球联影影视文化（北京）有限公司	北京市朝阳区建国路77号7层701内705B号	1000 万元	广播、电视、电影和影视录音制作业	组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告；投资管理；资产管理；影视策划；文艺创作；电影发行；电影摄制；广播电视节目制作。（“1、未经有关部门批准，不得以公开方式募集资金；2、不得公开开展证券类产品和金融衍生品交易活动；3、不得发放贷款；4、不得对所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益”；电影发行、广播电视节目制作、电影摄制以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
成都星娱太平洋壹捌玖玖影业有限公司	成都市青羊区贝森路1号西村一号负一层	2100 万元人民币	广播、电视、电影和影视录音制作业	影视制作；食品销售；设计、制作、代理、发布国内各类广告。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
北京嘉华美映影院有限公司	北京市大兴区旧宫镇小红门路39号地下一层	200 万元	广播、电视、电影和影视录音制作业	电影放映（电影放映经营许可证有效期至2015年12月31日、卫生许可证有效期至2016年7月9日）；零售预包装食品、散装食品（食品流通许可证有效期限至2015年8月22日）；会议服务（不含食宿）；企业管理；承办展览展示；设计、制作、代理、发布广告；技术开发；销售服装、鞋帽、家庭用品、文具用品、体育用品、化妆品、工艺品、五金产品（不含三轮摩托车及残疾人机动轮椅车）、珠宝首饰、汽车配件、计算机、软件及辅助设备、电子产品、建筑材料、花卉、针纺织品、机械设备；摄影服务；书法、武术、钢琴、声乐、舞蹈技术培训。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
北京泉清林秀商店	北京市昌平区流村镇马刨泉村125号	None	广播、电视、电影和影视录音制作业	批发预包装食品、散装食品、乳制品（含婴幼儿配方乳粉）；零售预包装食品、散装食品（含熟食）、乳制品（含婴幼儿配方乳粉）（食品流通许可证有效期至2018年09月10日）；零售：日用品。（批发预包装食品、散装食品、乳制品（含婴幼儿配方乳粉）；零售预包装食品、散装食品（含熟食）、乳制品（含婴幼儿配方乳粉）以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京核子动力影业有限公司	北京市朝阳区五里桥二街2号院1号楼8层0820	300 万元	广播、电视、电影和影视录音制作业	电影摄制；影视策划；文艺创作；组织文化艺术交流活动（不含演出）；承办展览展示活动；设计、制作、代理、发布广告；租赁摄影器材、服装；礼仪服务；技术咨询；会议服务；电脑动画设计；市场调查；经济贸易咨询；舞蹈技术培训；绘画技术培训。（电影摄制以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
东阳瑞吉祥影视传媒有限公司	浙江横店影视产业实验区C7-004商务楼	5600 万元人民币	广播、电视、电影和影视录音制作业	一般经营项目：制作、复制、发行：专题、专栏、综艺、动画片、广播剧、电视剧；影视服装道具租赁；影视器材租赁；影视文化信息咨询；企业形象策划；会展会务服务；摄影摄像服务；制作、代理、发布：户内外各类广告及影视广告。
吉林恒大影院管理有限公司	吉林省吉林市船营区珲春中街777号19#3-4层	200万元人民币	广播、电视、电影和影视录音制作业	影院管理；电影放映（凭许可证经营）；制作、发布国内广告；场地租赁；工艺美术品、日用品、预包装食品及散装食品、自制食品（凭许可证经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
今午影像（北京）有限公司第一分公司	北京市朝阳区东四环中路78号楼8层9A12	None	广播、电视、电影和影视录音制作业	摄影服务；电脑图文设计；设计、制作、代理、发布广告；展览服务；组织文化艺术交流活动（不含演出）。
贵州星空影业有限公司	贵州省贵阳市观山湖区贵州省贵阳市金阳新区房交中心一楼	6839 万人民币元	广播、电视、电影和影视录音制作业	法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可（审批）的，经审批机关批准后凭许可（审批）文件经营;法律、法规、国务院决定规定无需许可（审批）的，市场主体自主选择经营。(电影放映（仅限取得许可证的分支机构经营）；广告设计、制作、代理、发布及营销策划；会展节庆策划与服务；文化企业、产业企业非金融性项目投资运营；新媒体投资运营；投资与企业管理咨询；日用百货及五金交电的销售；服装鞋帽、办公用品、化妆品、工艺品、玩具的销售；其他与电影产业相关的商业项目；零售：预包装食品、散装食品（仅限取得许可证的分支机构经营）。)
北京风月影视传媒有限公司	北京市朝阳区百子湾路16号百子园6号楼A单元703号	300 万元	广播、电视、电影和影视录音制作业	制作、发行：动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目及电视剧制作许可证有效期至2015年11月12日）；影视策划；组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告。
中盛影业发展有限公司	北京市海淀区华清嘉园甲5号楼二层商业4	5000 万元	广播、电视、电影和影视录音制作业	电影摄制；组织文化艺术交流活动（不含营业性演出）；承办展览展示活动；会议服务；设计、制作、代理、发布广告；销售机械设备、电子产品。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京东小口娱乐城	北京市昌平县东小口乡中滩村	9 万元	广播、电视、电影和影视录音制作业	录像、电子游艺、卡拉ＯＫ、台球娱乐服务。销售冷饮、小食品
北京津一文化传媒有限公司	北京市东城区长青园7号1幢3507-781	300 万元	广播、电视、电影和影视录音制作业	电影发行；电影放映；组织文化艺术交流；影视策划；文艺创作；会议服务；承办展览展示；设计、制作、代理、发布广告；电脑动画设计；技术推广服务；摄影扩印服务；租赁灯光音响设备。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
北京天瑞派明文化传媒有限公司	北京市朝阳区东四环中路60号楼1702室	300 万元	广播、电视、电影和影视录音制作业	制作，发行动画片、专题片、电视综艺，不得制作时政新闻及同类专题、专栏等广播电视节目（广播电视节目制作经营许可证有效期至2016年2月17日）。 组织文化艺术交流活动（不含演出）；设计、制作、代理、发布广告；会议及展览服务；技术推广服务；企业策划。 
北京和润超凡电影发行放映有限责任公司	北京市石景山区石门路288号(农工商公司办公楼一层)	100 万元 人民币	广播、电视、电影和影视录音制作业	国产影片发行。（实物出资６０万元。）
上海嘉通影业有限公司	上海市闸北区万荣路700号31幢A27室	3000.000000万人民币	广播、电视、电影和影视录音制作业	广播电视节目制作、发行，为文化艺术交流活动提供筹备、策划服务，企业形象策划，动漫设计，设计、制作、代理、发布各类广告，摄影服务（除扩印），在计算机科技领域从事技术开发、技术咨询、技术转让、技术服务，会展服务，礼仪服务，商务信息咨询，投资管理，投资咨询。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
北京东城隆福寺花木商店录像厅	北京市东城区隆福寺街53号	None	广播、电视、电影和影视录音制作业	放映录像
