,,,,,,
角色目录,,,,,,
后期总监,,,,,,
导演助理,,,,,,
片头字幕书法,,,,,,
后期项目主管,,,,,,
BG动效录音,,,,,,
BG拟音录制,,,,,,
预告片混音,,,,,,
杜比项目协调,,,,,,
剪辑,,,,,,
副剪辑,,,,,,
现场剪辑,,,,,,
第一副导演,,,,,,
剪辑助理,,,,,,
录音指导,,,,,,
群杂对白导演,,,,,,
拟音师,,,,,,
ADR录音,,,,,,
对白剪辑,,,,,,
群众声剪辑,,,,,,
声音设计,,,,,,
动作设计,,,,,,
FX 编辑,,,,,,
服装设计,,,,,,
声音编辑助理,,,,,,
现场录音,,,,,,
数字中间片调色师,,,,,,
数字交换制作者,,,,,,
数字中间片编辑,,,,,,
DI 调色师,,,,,,
音乐制作,,,,,,
音乐编辑,,,,,,
助理音乐编辑,,,,,,
协调师,,,,,,
现场记录,,,,,,
音乐设计,,,,,,
打击乐,,,,,,
唢呐,,,,,,
大提琴,,,,,,
女高音,,,,,,
贝斯,,,,,,
高级立体制片,,,,,,
3Dsuperbisor,,,,,,
立体制片,,,,,,
制作监制,,,,,,
立体效果指导,,,,,,
经理,,,,,,
制作主管,,,,,,
组长,,,,,,
3D立体项目制片,,,,,,
3D立体营销总监,,,,,,
立体制作总监,,,,,,
项目统筹,,,,,,
项目质检组,,,,,,
抠像组统筹,,,,,,
抠像组,,,,,,
立体深度统筹,,,,,,
立体深度技师,,,,,,
项目监制,,,,,,
项目技师,,,,,,
编码,,,,,,
发行硬盘制作,,,,,,
技术支持,,,,,,
监制,,,,,,
策划,,,,,,
文学策划,,,,,,
商务总监,,,,,,
商务策划,,,,,,
财务总监,,,,,,
国际合作总监,,,,,,
国际合作专员,,,,,,
新媒体发行人,,,,,,
宣传总监,,,,,,
宣传项目经理,,,,,,
宣传统筹,,,,,,
法律顾问,,,,,,
行政顾问,,,,,,
行政助理,,,,,,
行政统筹,,,,,,
发行统筹,,,,,,
发行助理,,,,,,
片名设计,,,,,,
预告片制作人,,,,,,
预告片后期制作总监,,,,,,
预告片后期制作导演,,,,,,
预告片剪接助理,,,,,,
纪录片制作人,,,,,,
纪录片项目总监,,,,,,
纪录片剪辑,,,,,,
纪录片声音效果,,,,,,
后期总监,,,,,,
视效总监,,,,,,
字幕包装制作,,,,,,
跟组剪辑,,,,,,
后期剪辑,,,,,,
声音设计,,,,,,
动效设计,,,,,,
对白剪辑,,,,,,
后期制作统筹,,,,,,
后期统筹助理,,,,,,
数字中间片制作总监,,,,,,
数字中间片技术总监,,,,,,
数字中间片调色师,,,,,,
数字中间片调色师,,,,,,
数字中间片调色助理,,,,,,
物料制作经理,,,,,,
数字中间片技术助理,,,,,,
特效监制,,,,,,
特效统筹,,,,,,
后期制作,,,,,,
合成师,,,,,,
特技师,,,,,,
三维特效,,,,,,
视觉特效艺术师,,,,,,
视效总监,,,,,,
配音导演,,,,,,
作曲,,,,,,
吉他,,,,,,
贝斯,,,,,,
打击乐,,,,,,
口琴,,,,,,
宣传总监,,,,,,
宣传经理,,,,,,
制作经理,,,,,,
法务经理,,,,,,
财务总监,,,,,,
项目开发经理,,,,,,
字幕校对,,,,,,
剧本策划,,,,,,
商务合作,,,,,,
海外发行,,,,,,
发行总经理,,,,,,
发行团队,,,,,,
制片主任,,,,,,
国际制片,,,,,,
数字中间片监制,,,,,,
数字中间片指导,,,,,,
数字中间片助理,,,,,,
输入输出,,,,,,
胶片扫描记录,,,,,,
修复,,,,,,
后期技术总监,,,,,,
后期技术支持,,,,,,
营销总监,,,,,,
宣传统筹,,,,,,
宣传策划,,,,,,
媒介经理,,,,,,
制作人,,,,,,
音乐,,,,,,
特效,,,,,,
统筹,,,,,,
制片人,,,,,,
编导,,,,,,
剪辑,,,,,,
音频,,,,,,
服装指导,,,,,,
服装设计,,,,,,
执行制片,,,,,,
会计,,,,,,
化妆师,,,,,,
发型师,,,,,,
现场剪接,,,,,,
纪录片,,,,,,
现场翻译,,,,,,
美术指导,,,,,,
摄影师,,,,,,
摄影助理,,,,,,
第一导演,,,,,,
第二导演,,,,,,
第三导演,,,,,,
摄影组技术员,,,,,,
素材数据处理,,,,,,
录音师,,,,,,
录音师助理,,,,,,
场记,,,,,,
美术助理,,,,,,
布景,,,,,,
布景助理,,,,,,
现场置景,,,,,,
道具领班,,,,,,
现场道具,,,,,,
助理道具,,,,,,
特别道具管理,,,,,,
平面道具员,,,,,,
视像道具员,,,,,,
服装助理,,,,,,
服装管理,,,,,,
现场服饰,,,,,,
服饰助理,,,,,,
群众服装,,,,,,
梳妆助理,,,,,,
灯光师,,,,,,
机械员领班,,,,,,
轨道员,,,,,,
灯光助理,,,,,,
发电机控制员,,,,,,
照明师,,,,,,
机械员,,,,,,
升降操作,,,,,,
特效助理,,,,,,
制作联络,,,,,,
实习员录片,,,,,,
选角导演,,,,,,
选角,,,,,,
群众演员联络员,,,,,,
外联制片,,,,,,
前期外联制片,,,,,,
外联制片助理,,,,,,
场务,,,,,,
